XXXinorg1,XXXinorg1mass,XXXinorg2,XXXinorg2mass,XXXinorg3,XXXinorg3mass,XXXorg1,XXXorg1mass,XXXorg2,XXXorg2mass,XXXoxlike1,XXXoxlike1mass,temp,time,slowCool,pH
ammonium metavanadate,0.0273,Selenium dioxide,0.2282,-1,-1.0,"2,5-dimethylpyrazine",0.0785,-1,-1.0,-1,-1.0,90,20.0,1,1
ammonium metavanadate,0.0457,Selenium dioxide,0.3242,-1,-1.0,"2,5-dimethylpyrazine",0.0265,-1,-1.0,-1,-1.0,90,20.0,1,7
ammonium metavanadate,0.0554,Selenium dioxide,0.1368,-1,-1.0,"2,5-dimethylpyrazine",0.1902,-1,-1.0,-1,-1.0,90,20.0,1,7
ammonium metavanadate,0.2266,Selenium dioxide,0.0815,-1,-1.0,"2,5-dimethylpyrazine",0.0214,-1,-1.0,-1,-1.0,90,20.0,1,3
vanadium(V) oxide,0.089,-1,-1.0,-1,-1.0,H3PO3,0.412,"1,3-diaminopropane",0.3406,-1,-1.0,170,96.0,1,6
vanadium(V) oxide,0.1853,-1,-1.0,-1,-1.0,H3PO3,0.5574,"1,3-diaminopropane",0.3635,-1,-1.0,170,120.0,1,6
vanadium(V) oxide,0.1858,-1,-1.0,-1,-1.0,H3PO3,0.4843,"1,3-diaminopropane",0.1679,-1,-1.0,170,120.0,1,3
vanadium(V) oxide,0.1815,-1,-1.0,-1,-1.0,H3PO3,0.4417,"1,3-diaminopropane",0.333,-1,-1.0,170,120.0,1,2
sodium vanadium trioxide,0.1279,ammonium fluoride,0.0355,Selenium dioxide,1.3779,2-methylpiperazine,0.1021,-1,-1.0,-1,-1.0,110,24.0,1,2
sodium vanadium trioxide,0.131,ammonium fluoride,0.1183,Selenium dioxide,1.345,2-methylpiperazine,0.0974,-1,-1.0,-1,-1.0,110,24.0,1,2
sodium vanadium trioxide,0.1246,ammonium fluoride,0.0378,Selenium dioxide,1.4125,2-methylpiperazine,0.1028,-1,-1.0,-1,-1.0,110,24.0,1,2
sodium vanadium trioxide,0.1332,ammonium fluoride,0.1115,Selenium dioxide,1.3336,2-methylpiperazine,0.11,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.1647,Selenium dioxide,1.4015,sodium fluoride,0.0468,"2,5-dimethylpiperazine",0.1127,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1605,Selenium dioxide,1.3903,sodium fluoride,0.1268,"2,5-dimethylpiperazine",6.1254,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.163,sodium fluoride,0.3771,Selenium dioxide,1.34,"2,5-dimethylpiperazine",0.12,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.1674,sodium fluoride,0.3712,Selenium dioxide,1.337,"2,5-dimethylpiperazine",0.0936,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.3301,sodium fluoride,0.3781,Selenium dioxide,0.5599,"2,5-dimethylpiperazine",0.0969,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.163,sodium fluoride,0.3771,Selenium dioxide,1.34,"2,5-dimethylpiperazine",0.12,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.163,sodium fluoride,0.3771,Selenium dioxide,1.34,"2,5-dimethylpiperazine",0.12,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.0839,sodium fluoride,0.1822,Selenium dioxide,0.7228,"2,5-dimethylpiperazine",0.0598,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.0839,sodium fluoride,0.1822,Selenium dioxide,0.7228,"2,5-dimethylpiperazine",0.0598,-1,-1.0,-1,-1.0,110,24.0,1,2
sodium molybdate,0.198,-1,-1.0,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.356,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.3868,-1,-1.0,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.2648,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5831,-1,-1.0,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.1829,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.7791,-1,-1.0,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.0875,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.1934,-1,-1.0,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.355,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.3891,-1,-1.0,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.2629,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5789,-1,-1.0,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.1721,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.7706,-1,-1.0,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.0855,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.1936,-1,-1.0,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.3552,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.3851,-1,-1.0,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.2635,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5771,-1,-1.0,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.1777,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.7824,-1,-1.0,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.085,-1,-1.0,-1,-1.0,100,20.0,0,5
vanadium(V) oxide,0.1829,sodium tellurite,0.1171,-1,-1.0,3-aminoquinuclidine dihydrochloride,0.2002,ethanol,3.9743,-1,-1.0,110,144.0,0,7
vanadium(V) oxide,0.1829,sodium tellurite,0.1148,-1,-1.0,3-aminoquinuclidine dihydrochloride,0.1993,ethanol,2.0573,-1,-1.0,110,144.0,0,7
vanadium(V) oxide,0.1844,sodium tellurite,0.1159,-1,-1.0,3-aminoquinuclidine dihydrochloride,0.1995,ethanol,4.0394,-1,-1.0,110,144.0,0,4
vanadium(V) oxide,0.1819,sodium tellurite,0.1143,-1,-1.0,3-aminoquinuclidine dihydrochloride,0.3977,ethanol,3.9636,-1,-1.0,110,144.0,0,6
molybdenum trioxide,0.4034,-1,-1.0,-1,-1.0,ethylenediamine,0.0731,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1777,-1,-1.0,-1,-1.0,ethylenediamine,0.1658,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1699,-1,-1.0,-1,-1.0,ethylenediamine,0.1691,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1153,-1,-1.0,-1,-1.0,ethylenediamine,0.2021,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1155,-1,-1.0,-1,-1.0,ethylenediamine,0.1982,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1148,-1,-1.0,-1,-1.0,ethylenediamine,0.1946,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0556,-1,-1.0,-1,-1.0,ethylenediamine,0.2296,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0586,-1,-1.0,-1,-1.0,ethylenediamine,0.2141,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0573,-1,-1.0,-1,-1.0,ethylenediamine,0.2141,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0932,-1,-1.0,-1,-1.0,ethylenediamine,0.0412,-1,-1.0,-1,-1.0,180,120.0,0,5
molybdenum trioxide,0.0826,-1,-1.0,-1,-1.0,ethylenediamine,0.2916,-1,-1.0,-1,-1.0,180,120.0,0,5
molybdenum trioxide,0.0892,-1,-1.0,-1,-1.0,ethylenediamine,0.0355,-1,-1.0,-1,-1.0,180,120.0,0,5
molybdenum trioxide,0.2137,-1,-1.0,-1,-1.0,ethylenediamine,0.0954,-1,-1.0,-1,-1.0,180,120.0,0,5
molybdenum trioxide,0.2192,-1,-1.0,-1,-1.0,ethylenediamine,0.1959,-1,-1.0,-1,-1.0,180,120.0,0,5
molybdenum trioxide,0.4307,-1,-1.0,-1,-1.0,ethylenediamine,0.1181,-1,-1.0,-1,-1.0,180,120.0,0,5
molybdenum trioxide,0.2299,-1,-1.0,-1,-1.0,ethylenediamine,0.1321,-1,-1.0,-1,-1.0,180,120.0,0,5
molybdenum trioxide,0.3197,-1,-1.0,-1,-1.0,ethylenediamine,0.1203,-1,-1.0,-1,-1.0,180,120.0,0,5
molybdenum trioxide,0.3209,-1,-1.0,-1,-1.0,ethylenediamine,0.1325,-1,-1.0,-1,-1.0,180,120.0,0,5
molybdenum trioxide,0.0999,-1,-1.0,-1,-1.0,ethylenediamine,0.1587,-1,-1.0,-1,-1.0,180,120.0,0,5
molybdenum trioxide,0.3754,-1,-1.0,-1,-1.0,ethylenediamine,0.0408,-1,-1.0,-1,-1.0,180,120.0,0,5
molybdenum trioxide,0.3802,-1,-1.0,-1,-1.0,ethylenediamine,0.1577,-1,-1.0,-1,-1.0,180,120.0,0,5
molybdenum trioxide,0.1001,-1,-1.0,-1,-1.0,ethylenediamine,0.2115,-1,-1.0,-1,-1.0,180,120.0,0,5
molybdenum trioxide,0.1006,-1,-1.0,-1,-1.0,ethylenediamine,0.1021,-1,-1.0,-1,-1.0,180,120.0,0,5
molybdenum trioxide,0.2504,-1,-1.0,-1,-1.0,ethylenediamine,0.2151,-1,-1.0,-1,-1.0,180,120.0,0,5
molybdenum trioxide,0.2515,-1,-1.0,-1,-1.0,ethylenediamine,0.0391,-1,-1.0,-1,-1.0,180,120.0,0,5
molybdenum trioxide,0.5065,-1,-1.0,-1,-1.0,ethylenediamine,0.1089,-1,-1.0,-1,-1.0,180,120.0,0,5
molybdenum trioxide,0.52,-1,-1.0,-1,-1.0,ethylenediamine,0.0517,-1,-1.0,-1,-1.0,180,120.0,0,5
molybdenum trioxide,0.2847,-1,-1.0,-1,-1.0,ethylenediamine,0.1219,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.127,-1,-1.0,-1,-1.0,ethylenediamine,0.0736,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.603,-1,-1.0,-1,-1.0,ethylenediamine,0.0629,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.128,-1,-1.0,-1,-1.0,ethylenediamine,0.24,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2878,-1,-1.0,-1,-1.0,ethylenediamine,0.1225,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.1268,-1,-1.0,-1,-1.0,ethylenediamine,0.0536,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.6024,-1,-1.0,-1,-1.0,ethylenediamine,0.0568,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.1295,-1,-1.0,-1,-1.0,ethylenediamine,0.2508,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.5135,-1,-1.0,-1,-1.0,ethylenediamine,0.0297,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4012,-1,-1.0,-1,-1.0,ethylenediamine,0.0698,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.3993,-1,-1.0,-1,-1.0,ethylenediamine,0.072,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4025,-1,-1.0,-1,-1.0,ethylenediamine,0.0773,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.3416,-1,-1.0,-1,-1.0,ethylenediamine,0.0946,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.3463,-1,-1.0,-1,-1.0,ethylenediamine,0.091,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.5102,-1,-1.0,-1,-1.0,ethylenediamine,0.0224,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.5102,-1,-1.0,-1,-1.0,ethylenediamine,0.025,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.5144,-1,-1.0,-1,-1.0,ethylenediamine,0.0301,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.453,-1,-1.0,-1,-1.0,ethylenediamine,0.0489,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4548,-1,-1.0,-1,-1.0,ethylenediamine,0.0515,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4559,-1,-1.0,-1,-1.0,ethylenediamine,0.0477,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4529,-1,-1.0,-1,-1.0,ethylenediamine,0.0525,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.3947,-1,-1.0,-1,-1.0,ethylenediamine,0.0773,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.3408,-1,-1.0,-1,-1.0,ethylenediamine,0.0975,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2253,-1,-1.0,-1,-1.0,ethylenediamine,0.138,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1709,-1,-1.0,-1,-1.0,ethylenediamine,0.1683,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.341,-1,-1.0,-1,-1.0,ethylenediamine,0.0948,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2893,-1,-1.0,-1,-1.0,ethylenediamine,0.1254,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2838,-1,-1.0,-1,-1.0,ethylenediamine,0.1218,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2854,-1,-1.0,-1,-1.0,ethylenediamine,0.1236,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2828,-1,-1.0,-1,-1.0,ethylenediamine,0.1166,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2346,-1,-1.0,-1,-1.0,ethylenediamine,0.1449,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2273,-1,-1.0,-1,-1.0,ethylenediamine,0.1462,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2271,-1,-1.0,-1,-1.0,ethylenediamine,0.1492,-1,-1.0,-1,-1.0,180,48.0,0,5
Oxovanadium(2+) sulfate,0.0846,Potassium Dichromate,0.4274,Selenium dioxide,0.6717,"2,5-dimethylpiperazine",0.0545,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.0874,Potassium Dichromate,0.2412,Selenium dioxide,0.7526,"2,5-dimethylpiperazine",0.0566,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.0819,Potassium Dichromate,0.3178,Selenium dioxide,0.6521,"2,5-dimethylpiperazine",0.0566,-1,-1.0,-1,-1.0,110,24.0,1,2
sodium tellurite,0.1219,ammonium metavanadate,0.1397,-1,-1.0,tris(2-aminoethyl)amine,0.1121,-1,-1.0,-1,-1.0,90,84.0,1,8
sodium tellurite,0.0965,ammonium metavanadate,0.1085,-1,-1.0,tris(2-aminoethyl)amine,0.0892,-1,-1.0,-1,-1.0,90,84.0,1,8
sodium tellurite,0.0838,ammonium metavanadate,0.0933,-1,-1.0,tris(2-aminoethyl)amine,0.0774,-1,-1.0,-1,-1.0,90,84.0,1,8
sodium metavanadate,0.1446,sodium tellurite,0.2744,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.1353,-1,-1.0,-1,-1.0,90,60.0,1,8
Oxovanadium(2+) sulfate,0.1652,Selenium dioxide,0.3267,-1,-1.0,1-(2-aminoethyl)piperazine,0.1296,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.1676,Selenium dioxide,0.6846,-1,-1.0,1-(2-aminoethyl)piperazine,0.1233,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.3215,Selenium dioxide,0.5579,-1,-1.0,1-(2-aminoethyl)piperazine,0.2606,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.169,Selenium dioxide,1.3268,-1,-1.0,1-(2-aminoethyl)piperazine,1.3268,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.1618,Selenium dioxide,1.3249,-1,-1.0,1-(2-aminoethyl)piperazine,1.3249,-1,-1.0,-1,-1.0,110,24.0,1,1
vanadium(V) oxide,0.096,Selenium dioxide,0.6572,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.119,-1,-1.0,-1,-1.0,90,48.0,1,2
vanadium(V) oxide,0.0952,Selenium dioxide,0.6952,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.0245,-1,-1.0,-1,-1.0,90,48.0,1,1
vanadium(V) oxide,0.0895,Selenium dioxide,0.6768,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.1239,-1,-1.0,-1,-1.0,75,48.0,1,2
vanadium(V) oxide,0.0898,Selenium dioxide,1.3315,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.1204,-1,-1.0,-1,-1.0,75,48.0,1,1
vanadium(V) oxide,0.0997,Selenium dioxide,0.68,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.1106,-1,-1.0,-1,-1.0,110,24.0,1,2
vanadium(V) oxide,0.0946,Selenium dioxide,1.3186,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.1207,-1,-1.0,-1,-1.0,110,24.0,1,1
potassium vanadium trioxide,0.1359,Selenium dioxide,0.6757,-1,-1.0,1-ethylpiperazine,0.117,-1,-1.0,-1,-1.0,150,24.0,1,1
potassium vanadium trioxide,0.1359,Selenium dioxide,0.6806,-1,-1.0,1-ethylpiperazine,0.1343,-1,-1.0,-1,-1.0,150,24.0,1,4
potassium vanadium trioxide,0.1439,Selenium dioxide,0.6686,-1,-1.0,1-ethylpiperazine,0.1148,-1,-1.0,-1,-1.0,150,24.0,1,7
sodium tellurite,0.1008,ammonium metavanadate,0.1101,-1,-1.0,"1,4-dimethylpiperazine",0.0693,-1,-1.0,-1,-1.0,90,84.0,1,8
sodium tellurite,0.1213,ammonium metavanadate,0.137,-1,-1.0,"1,4-dimethylpiperazine",0.0892,-1,-1.0,-1,-1.0,90,84.0,1,8
sodium tellurite,0.1225,ammonium metavanadate,0.1372,-1,-1.0,"1,4-dimethylpiperazine",0.0856,-1,-1.0,-1,-1.0,115,24.0,1,8
ammonium metavanadate,0.1172,Selenium dioxide,0.6529,-1,-1.0,diethylenetriamine,0.1019,-1,-1.0,-1,-1.0,150,10.0,1,1
ammonium metavanadate,0.1175,Selenium dioxide,0.5499,-1,-1.0,diethylenetriamine,0.166,-1,-1.0,-1,-1.0,150,10.0,1,1
ammonium metavanadate,0.1158,Selenium dioxide,0.667,-1,-1.0,diethylenetriamine,0.2134,-1,-1.0,-1,-1.0,150,10.0,1,1
ammonium metavanadate,0.136,Selenium dioxide,0.6722,-1,-1.0,diethylenetriamine,0.1157,-1,-1.0,-1,-1.0,120,24.0,1,1
ammonium metavanadate,0.1156,Selenium dioxide,0.6661,-1,-1.0,diethylenetriamine,0.1115,-1,-1.0,-1,-1.0,130,48.0,1,2
ammonium metavanadate,0.1208,Selenium dioxide,0.6687,-1,-1.0,diethylenetriamine,0.2104,-1,-1.0,-1,-1.0,130,48.0,1,2
ammonium metavanadate,0.1175,Selenium dioxide,0.6752,-1,-1.0,diethylenetriamine,0.1153,-1,-1.0,-1,-1.0,125,20.0,1,2
ammonium metavanadate,0.1332,Selenium dioxide,0.6666,-1,-1.0,diethylenetriamine,0.1125,-1,-1.0,-1,-1.0,125,20.0,1,3
ammonium metavanadate,0.1161,Selenium dioxide,0.3194,-1,-1.0,diethylenetriamine,0.137,-1,-1.0,-1,-1.0,125,20.0,1,2
ammonium metavanadate,0.1196,Selenium dioxide,0.3144,-1,-1.0,diethylenetriamine,0.1244,-1,-1.0,-1,-1.0,125,20.0,1,3
ammonium metavanadate,0.1137,Selenium dioxide,0.1366,-1,-1.0,diethylenetriamine,0.1266,-1,-1.0,-1,-1.0,125,20.0,1,2
ammonium metavanadate,0.1119,Selenium dioxide,0.6604,-1,-1.0,diethylenetriamine,0.1408,-1,-1.0,-1,-1.0,110,60.0,1,2
ammonium metavanadate,0.1163,Selenium dioxide,1.1353,-1,-1.0,diethylenetriamine,0.1116,-1,-1.0,-1,-1.0,110,60.0,1,2
ammonium metavanadate,0.1129,Selenium dioxide,0.6868,-1,-1.0,diethylenetriamine,0.1291,-1,-1.0,-1,-1.0,110,60.0,1,2
ammonium metavanadate,0.1123,Selenium dioxide,1.1057,-1,-1.0,diethylenetriamine,0.1258,-1,-1.0,-1,-1.0,110,60.0,1,2
ammonium metavanadate,0.1179,Selenium dioxide,0.6556,-1,-1.0,diethylenetriamine,0.1212,-1,-1.0,-1,-1.0,120,4.0,1,2
ammonium metavanadate,0.1167,Selenium dioxide,0.5688,-1,-1.0,diethylenetriamine,0.1151,-1,-1.0,-1,-1.0,120,4.0,1,2
ammonium metavanadate,0.1217,Selenium dioxide,0.4467,-1,-1.0,diethylenetriamine,0.117,-1,-1.0,-1,-1.0,120,4.0,1,2
ammonium metavanadate,0.1155,Selenium dioxide,1.1049,-1,-1.0,diethylenetriamine,0.1208,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1152,Selenium dioxide,1.1139,-1,-1.0,diethylenetriamine,0.0,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1177,Selenium dioxide,0.8787,-1,-1.0,diethylenetriamine,0.1131,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1168,Selenium dioxide,0.6965,-1,-1.0,diethylenetriamine,0.1385,-1,-1.0,-1,-1.0,90,24.0,1,2
ammonium metavanadate,0.116,Selenium dioxide,0.4744,-1,-1.0,diethylenetriamine,0.1086,-1,-1.0,-1,-1.0,90,24.0,1,2
ammonium metavanadate,0.1127,Selenium dioxide,1.1093,-1,-1.0,diethylenetriamine,0.1089,-1,-1.0,-1,-1.0,90,24.0,1,2
ammonium metavanadate,0.1176,Selenium dioxide,1.3614,-1,-1.0,diethylenetriamine,0.1182,-1,-1.0,-1,-1.0,90,24.0,1,2
ammonium metavanadate,0.1149,Selenium dioxide,0.9934,-1,-1.0,diethylenetriamine,0.135,-1,-1.0,-1,-1.0,120,60.0,1,1
ammonium metavanadate,0.119,Selenium dioxide,0.5676,-1,-1.0,diethylenetriamine,0.1025,-1,-1.0,-1,-1.0,120,60.0,1,2
ammonium metavanadate,0.1201,Selenium dioxide,0.6621,-1,-1.0,diethylenetriamine,0.1012,-1,-1.0,-1,-1.0,120,60.0,1,2
ammonium metavanadate,0.1152,Selenium dioxide,0.7743,-1,-1.0,diethylenetriamine,0.1344,-1,-1.0,-1,-1.0,120,60.0,1,2
ammonium metavanadate,0.1142,Selenium dioxide,0.8914,-1,-1.0,diethylenetriamine,0.1179,-1,-1.0,-1,-1.0,120,60.0,1,2
ammonium metavanadate,0.1231,Selenium dioxide,0.6715,-1,-1.0,diethylenetriamine,0.1144,-1,-1.0,sodium oxalate,0.1435,90,60.0,0,2
ammonium metavanadate,0.112,Selenium dioxide,0.8904,-1,-1.0,diethylenetriamine,0.1125,-1,-1.0,sodium oxalate,0.1324,90,60.0,0,2
ammonium metavanadate,0.0652,Selenium dioxide,1.9695,-1,-1.0,diethylenetriamine,0.1198,-1,-1.0,sodium oxalate,0.1372,90,60.0,0,1
ammonium metavanadate,0.173,Selenium dioxide,0.8986,-1,-1.0,diethylenetriamine,0.1163,-1,-1.0,sodium oxalate,0.1986,90,60.0,0,1
ammonium metavanadate,0.2474,Selenium dioxide,0.88,-1,-1.0,diethylenetriamine,0.1155,-1,-1.0,sodium oxalate,0.1449,90,60.0,0,1
ammonium metavanadate,0.1168,Selenium dioxide,1.2188,-1,-1.0,diethylenetriamine,0.12,-1,-1.0,sodium oxalate,0.1395,90,60.0,0,2
vanadium(V) oxide,0.1481,sodium tellurite,0.096,-1,-1.0,"1,4-dimethylpiperazine",0.0918,ethanol,3.0,-1,-1.0,100,113.0,0,8
sodium molybdate,0.1993,-1,-1.0,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.3932,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.1913,-1,-1.0,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.3885,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.1955,-1,-1.0,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.3871,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.1933,-1,-1.0,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.3825,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.3857,-1,-1.0,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.2792,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.3871,-1,-1.0,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.2783,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.385,-1,-1.0,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.2779,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.3839,-1,-1.0,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.283,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.3886,-1,-1.0,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.2773,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.386,-1,-1.0,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.2749,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.3894,-1,-1.0,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.2916,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.3865,-1,-1.0,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.2822,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.1931,-1,-1.0,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.3943,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.19,-1,-1.0,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.3824,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.191,-1,-1.0,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.3815,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.192,-1,-1.0,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.3972,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.579,-1,-1.0,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.196,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5818,-1,-1.0,-1,-1.0,"N,N-dimethyl-N'-ethylethylenediamine",0.1853,-1,-1.0,-1,-1.0,100,20.0,0,5
